year,month,state,capacity
2017,5,qld,26581.0
2017,6,qld,25588.0
2017,7,qld,41782.0
2017,8,qld,30080.0
2017,9,qld,29076.0
2017,10,qld,27011.0
2017,11,qld,55494.0
2017,12,qld,110917.0
2018,1,qld,44822.0
2018,2,qld,27945.0
2018,3,qld,327041.0
2018,4,qld,28303.0
2018,5,qld,34699.0
2018,6,qld,37057.0
2018,7,qld,310500.0
2018,8,qld,245059.0
2018,9,qld,367437.0
2018,10,qld,58141.0
2018,11,qld,146100.0
2018,12,qld,126704.0
2019,1,qld,150091.0
2019,2,qld,168721.0
2019,3,qld,41397.0
2019,4,qld,109569.0
2019,5,qld,182004.0
2019,6,qld,134126.0
2019,7,qld,57861.0
2019,8,qld,68719.0
2019,9,qld,54392.0
2019,10,qld,58026.0
2019,11,qld,234463.0
2019,12,qld,65337.0
2020,1,qld,46205.0
2020,2,qld,55592.0
2020,3,qld,65416.0
2020,4,qld,138150.0
2020,5,qld,56130.0
2020,6,qld,66131.0
2020,7,qld,100193.0
2020,8,qld,64356.0
2020,9,qld,68317.0
2020,10,qld,69206.0
2020,11,qld,79661.0
2020,12,qld,221248.0
2021,1,qld,63603.0
2021,2,qld,70531.0
2021,3,qld,79697.0
2021,4,qld,64510.0
2021,5,qld,67863.0
2021,6,qld,69152.0
2021,7,qld,71485.0
2021,8,qld,67302.0
2021,9,qld,68953.0
2021,10,qld,64742.0
2021,11,qld,528553.0
2021,12,qld,281190.0
2022,1,qld,35843.0
2022,2,qld,47751.0
2022,3,qld,56409.0
2022,4,qld,244911.0
2022,5,qld,41051.0
2022,6,qld,36990.0
2007,1,sa,56.0
2007,2,sa,68.0
2007,3,sa,87.0
2007,4,sa,56.0
2007,5,sa,26.0
2007,6,sa,91.0
2007,7,sa,149.0
2007,8,sa,202.0
2007,9,sa,165.0
2007,10,sa,232.0
2007,11,sa,253.0
2007,12,sa,286.0
2008,1,sa,260.0
2008,2,sa,293.0
2008,3,sa,264.0
2008,4,sa,307.0
2008,5,sa,374.0
2008,6,sa,330.0
2008,7,sa,432.0
2008,8,sa,477.0
2008,9,sa,428.0
2008,10,sa,562.0
2008,11,sa,586.0
2008,12,sa,546.0
2009,1,sa,548.0
2009,2,sa,760.0
2009,3,sa,882.0
2009,4,sa,860.0
2009,5,sa,951.0
2009,6,sa,761.0
2009,7,sa,866.0
2009,8,sa,1032.0
2009,9,sa,1136.0
2009,10,sa,2575.0
2009,11,sa,1637.0
2009,12,sa,1411.0
2010,1,sa,2365.0
2010,2,sa,1488.0
2010,3,sa,1739.0
2010,4,sa,2079.0
2010,5,sa,2556.0
2010,6,sa,2465.0
2010,7,sa,2417.0
2010,8,sa,2792.0
2010,9,sa,3512.0
2010,10,sa,3533.0
2010,11,sa,4867.0
2010,12,sa,4662.0
2011,1,sa,5637.0
2011,2,sa,7767.0
2011,3,sa,10151.0
2011,4,sa,10639.0
2011,5,sa,15682.0
2011,6,sa,24677.0
2011,7,sa,12291.0
2011,8,sa,13941.0
2011,9,sa,17298.0
2011,10,sa,18158.0
2011,11,sa,17022.0
2011,12,sa,10463.0
2012,1,sa,7875.0
2012,2,sa,8117.0
2012,3,sa,8340.0
2012,4,sa,8859.0
2012,5,sa,16466.0
2012,6,sa,24635.0
2012,7,sa,10118.0
2012,8,sa,9399.0
2012,9,sa,7248.0
2012,10,sa,9311.0
2012,11,sa,9713.0
2012,12,sa,18213.0
2013,1,sa,7464.0
2013,2,sa,7567.0
2013,3,sa,8033.0
2013,4,sa,7273.0
2013,5,sa,8249.0
2013,6,sa,8425.0
2013,7,sa,10115.0
2013,8,sa,13032.0
2013,9,sa,16147.0
2013,10,sa,20371.0
2013,11,sa,19966.0
2013,12,sa,15190.0
2014,1,sa,17587.0
2014,2,sa,4785.0
2014,3,sa,5561.0
2014,4,sa,4358.0
2014,5,sa,5919.0
2014,6,sa,4786.0
2014,7,sa,6376.0
2014,8,sa,6110.0
2014,9,sa,6871.0
2014,10,sa,8090.0
2014,11,sa,5958.0
2014,12,sa,6169.0
2015,1,sa,4697.0
2015,2,sa,5402.0
2015,3,sa,5568.0
2015,4,sa,5305.0
2015,5,sa,5511.0
2015,6,sa,5935.0
2015,7,sa,5961.0
2015,8,sa,5195.0
2015,9,sa,6129.0
2015,10,sa,5796.0
2015,11,sa,6158.0
2015,12,sa,5450.0
2016,1,sa,4277.0
2016,2,sa,5867.0
2016,3,sa,5613.0
2016,4,sa,5295.0
2016,5,sa,5313.0
2016,6,sa,5520.0
2016,7,sa,5712.0
2016,8,sa,7820.0
2016,9,sa,6839.0
2016,10,sa,6951.0
2016,11,sa,8787.0
2016,12,sa,11701.0
2017,1,sa,6199.0
2017,2,sa,7783.0
2017,3,sa,10151.0
2017,4,sa,5896.0
2017,5,sa,7789.0
2017,6,sa,8141.0
2017,7,sa,8492.0
2017,8,sa,10639.0
2017,9,sa,10982.0
2017,10,sa,13667.0
2017,11,sa,15180.0
2017,12,sa,19724.0
2018,1,sa,10452.0
2018,2,sa,13941.0
2018,3,sa,14311.0
2018,4,sa,18250.0
2018,5,sa,154837.0
2018,6,sa,19602.0
2018,7,sa,13698.0
2018,8,sa,15161.0
2018,9,sa,154983.0
2018,10,sa,17792.0
2018,11,sa,24981.0
2018,12,sa,25592.0
2019,1,sa,13556.0
2019,2,sa,147973.0
2019,3,sa,23660.0
2019,4,sa,20848.0
2019,5,sa,22218.0
2019,6,sa,22477.0
2019,7,sa,28161.0
2019,8,sa,22490.0
2019,9,sa,21927.0
2019,10,sa,33267.0
2019,11,sa,25377.0
2019,12,sa,34231.0
2020,1,sa,39064.0
2020,2,sa,23995.0
2020,3,sa,26920.0
2020,4,sa,23492.0
2020,5,sa,24318.0
2020,6,sa,25926.0
2020,7,sa,28773.0
2020,8,sa,24964.0
2020,9,sa,38017.0
2020,10,sa,26007.0
2020,11,sa,26359.0
2020,12,sa,36454.0
2021,1,sa,19300.0
2021,2,sa,23839.0
2021,3,sa,63922.0
2021,4,sa,41178.0
2021,5,sa,22560.0
2021,6,sa,24918.0
2021,7,sa,21868.0
2021,8,sa,32475.0
2021,9,sa,45031.0
2021,10,sa,24462.0
2021,11,sa,35447.0
2021,12,sa,32695.0
2022,1,sa,12907.0
2022,2,sa,20499.0
2022,3,sa,19245.0
2022,4,sa,15332.0
2022,5,sa,15620.0
2022,6,sa,10270.0
2007,4,tas,2.0
2007,6,tas,1.0
2007,7,tas,5.0
2007,8,tas,2.0
2007,9,tas,5.0
2007,10,tas,1.0
2007,11,tas,13.0
2007,12,tas,10.0
2008,1,tas,13.0
2008,2,tas,13.0
2008,3,tas,5.0
2008,4,tas,18.0
2008,5,tas,19.0
2008,6,tas,6.0
2008,7,tas,25.0
2008,8,tas,13.0
2008,9,tas,36.0
2008,10,tas,13.0
2008,11,tas,33.0
2008,12,tas,43.0
2009,1,tas,38.0
2009,2,tas,25.0
2009,3,tas,69.0
2009,4,tas,37.0
2009,5,tas,47.0
2009,6,tas,50.0
2009,7,tas,68.0
2009,8,tas,207.0
2009,9,tas,295.0
2009,10,tas,346.0
2009,11,tas,293.0
2009,12,tas,232.0
2010,1,tas,242.0
2010,2,tas,232.0
2010,3,tas,316.0
2010,4,tas,349.0
2010,5,tas,309.0
2010,6,tas,340.0
2010,7,tas,174.0
2010,8,tas,138.0
2010,9,tas,214.0
2010,10,tas,211.0
2010,11,tas,330.0
2010,12,tas,185.0
2011,1,tas,234.0
2011,2,tas,430.0
2011,3,tas,387.0
2011,4,tas,418.0
2011,5,tas,873.0
2011,6,tas,1372.0
2011,7,tas,365.0
2011,8,tas,322.0
2011,9,tas,361.0
2011,10,tas,386.0
2011,11,tas,475.0
2011,12,tas,339.0
2012,1,tas,366.0
2012,2,tas,760.0
2012,3,tas,899.0
2012,4,tas,1042.0
2012,5,tas,1988.0
2012,6,tas,3266.0
2012,7,tas,1649.0
2012,8,tas,1874.0
2012,9,tas,1622.0
2012,10,tas,1878.0
2012,11,tas,2070.0
2012,12,tas,2898.0
2013,1,tas,1850.0
2013,2,tas,2539.0
2013,3,tas,2700.0
2013,4,tas,2323.0
2013,5,tas,2497.0
2013,6,tas,1835.0
2013,7,tas,2044.0
2013,8,tas,1832.0
2013,9,tas,2570.0
2013,10,tas,4184.0
2013,11,tas,4264.0
2013,12,tas,3025.0
2014,1,tas,2528.0
2014,2,tas,2510.0
2014,3,tas,1863.0
2014,4,tas,1440.0
2014,5,tas,1533.0
2014,6,tas,1531.0
2014,7,tas,1571.0
2014,8,tas,2264.0
2014,9,tas,1041.0
2014,10,tas,822.0
2014,11,tas,918.0
2014,12,tas,942.0
2015,1,tas,637.0
2015,2,tas,953.0
2015,3,tas,841.0
2015,4,tas,607.0
2015,5,tas,625.0
2015,6,tas,757.0
2015,7,tas,809.0
2015,8,tas,743.0
2015,9,tas,724.0
2015,10,tas,993.0
2015,11,tas,1062.0
2015,12,tas,1087.0
2016,1,tas,716.0
2016,2,tas,935.0
2016,3,tas,944.0
2016,4,tas,798.0
2016,5,tas,980.0
2016,6,tas,1036.0
2016,7,tas,931.0
2016,8,tas,1062.0
2016,9,tas,1004.0
2016,10,tas,765.0
2016,11,tas,1166.0
2016,12,tas,1542.0
2017,1,tas,677.0
2017,2,tas,1119.0
2017,3,tas,1062.0
2017,4,tas,744.0
2017,5,tas,1087.0
2017,6,tas,1252.0
2017,7,tas,1296.0
2017,8,tas,1369.0
2017,9,tas,1227.0
2017,10,tas,1462.0
2017,11,tas,3656.0
2017,12,tas,1908.0
2018,1,tas,818.0
2018,2,tas,1364.0
2018,3,tas,1819.0
2018,4,tas,1374.0
2018,5,tas,1451.0
2018,6,tas,2161.0
2018,7,tas,1668.0
2018,8,tas,2535.0
2018,9,tas,1258.0
2018,10,tas,1758.0
2018,11,tas,2061.0
2018,12,tas,2369.0
2019,1,tas,1031.0
2019,2,tas,1421.0
2019,3,tas,1352.0
2019,4,tas,1406.0
2019,5,tas,1475.0
2019,6,tas,1609.0
2019,7,tas,1639.0
2019,8,tas,1790.0
2019,9,tas,1929.0
2019,10,tas,2086.0
2019,11,tas,2311.0
2019,12,tas,2746.0
2020,1,tas,1790.0
2020,2,tas,2225.0
2020,3,tas,3055.0
2020,4,tas,2003.0
2020,5,tas,1976.0
2020,6,tas,2132.0
2020,7,tas,1847.0
2020,8,tas,1722.0
2020,9,tas,2165.0
2020,10,tas,2116.0
2020,11,tas,2822.0
2020,12,tas,3181.0
2021,1,tas,1424.0
2021,2,tas,3216.0
2021,3,tas,2783.0
2021,4,tas,3107.0
2021,5,tas,2860.0
2021,6,tas,2709.0
2021,7,tas,2741.0
2021,8,tas,2929.0
2021,9,tas,2902.0
2021,10,tas,2539.0
2021,11,tas,3368.0
2021,12,tas,3435.0
2022,1,tas,1342.0
2022,2,tas,2500.0
2022,3,tas,2550.0
2022,4,tas,1673.0
2022,5,tas,2426.0
2022,6,tas,1219.0
2007,1,vic,24.0
2007,2,vic,22.0
2007,3,vic,46.0
2007,4,vic,60.0
2007,5,vic,60.0
2007,6,vic,58.0
2007,7,vic,77.0
2007,8,vic,117.0
2007,9,vic,136.0
2007,10,vic,225.0
2007,11,vic,150.0
2007,12,vic,133.0
2008,1,vic,134.0
2008,2,vic,170.0
2008,3,vic,198.0
2008,4,vic,312.0
2008,5,vic,334.0
2008,6,vic,186.0
2008,7,vic,244.0
2008,8,vic,155.0
2008,9,vic,189.0
2008,10,vic,229.0
2008,11,vic,234.0
2008,12,vic,342.0
2009,1,vic,351.0
2009,2,vic,571.0
2009,3,vic,505.0
2009,4,vic,436.0
2009,5,vic,631.0
2009,6,vic,544.0
2009,7,vic,772.0
2009,8,vic,863.0
2009,9,vic,1230.0
2009,10,vic,1358.0
2009,11,vic,1785.0
2009,12,vic,2116.0
2010,1,vic,2486.0
2010,2,vic,3476.0
2010,3,vic,4806.0
2010,4,vic,4826.0
2010,5,vic,6299.0
2010,6,vic,5496.0
2010,7,vic,4461.0
2010,8,vic,3943.0
2010,9,vic,5154.0
2010,10,vic,5941.0
2010,11,vic,6572.0
2010,12,vic,5823.0
2011,1,vic,6823.0
2011,2,vic,8212.0
2011,3,vic,11468.0
2011,4,vic,11427.0
2011,5,vic,18019.0
2011,6,vic,28860.0
2011,7,vic,9471.0
2011,8,vic,11398.0
2011,9,vic,19582.0
2011,10,vic,3756.0
2011,11,vic,5838.0
2011,12,vic,5961.0
2012,1,vic,5646.0
2012,2,vic,9612.0
2012,3,vic,12700.0
2012,4,vic,15142.0
2012,5,vic,25187.0
2012,6,vic,35077.0
2012,7,vic,16632.0
2012,8,vic,16785.0
2012,9,vic,33806.0
2012,10,vic,10014.0
2012,11,vic,10787.0
2012,12,vic,16821.0
2013,1,vic,8561.0
2013,2,vic,9954.0
2013,3,vic,10573.0
2013,4,vic,10771.0
2013,5,vic,12130.0
2013,6,vic,11118.0
2013,7,vic,11449.0
2013,8,vic,11734.0
2013,9,vic,10418.0
2013,10,vic,13127.0
2013,11,vic,12587.0
2013,12,vic,11740.0
2014,1,vic,10460.0
2014,2,vic,13124.0
2014,3,vic,14144.0
2014,4,vic,15947.0
2014,5,vic,16447.0
2014,6,vic,13171.0
2014,7,vic,16541.0
2014,8,vic,14164.0
2014,9,vic,16272.0
2014,10,vic,16981.0
2014,11,vic,15264.0
2014,12,vic,14494.0
2015,1,vic,12079.0
2015,2,vic,14139.0
2015,3,vic,13787.0
2015,4,vic,12861.0
2015,5,vic,11308.0
2015,6,vic,12884.0
2015,7,vic,13443.0
2015,8,vic,12901.0
2015,9,vic,12951.0
2015,10,vic,13013.0
2015,11,vic,12007.0
2015,12,vic,12868.0
2016,1,vic,8071.0
2016,2,vic,12515.0
2016,3,vic,12798.0
2016,4,vic,11895.0
2016,5,vic,12057.0
2016,6,vic,11628.0
2016,7,vic,11400.0
2016,8,vic,11248.0
2016,9,vic,12265.0
2016,10,vic,12966.0
2016,11,vic,13314.0
2016,12,vic,17914.0
2017,1,vic,9629.0
2017,2,vic,12982.0
2017,3,vic,15418.0
2017,4,vic,12556.0
2017,5,vic,17555.0
2017,6,vic,19199.0
2017,7,vic,17038.0
2017,8,vic,17466.0
2017,9,vic,18107.0
2017,10,vic,21183.0
2017,11,vic,23639.0
2017,12,vic,28426.0
2018,1,vic,16357.0
2018,2,vic,26129.0
2018,3,vic,86117.0
2018,4,vic,23889.0
2018,5,vic,48746.0
2018,6,vic,25829.0
2018,7,vic,134488.0
2018,8,vic,35658.0
2018,9,vic,32686.0
2018,10,vic,158460.0
2018,11,vic,154644.0
2018,12,vic,46388.0
2019,1,vic,36214.0
2019,2,vic,44672.0
2019,3,vic,49634.0
2019,4,vic,45587.0
2019,5,vic,161635.0
2019,6,vic,35393.0
2019,7,vic,32614.0
2019,8,vic,36027.0
2019,9,vic,37180.0
2019,10,vic,47527.0
2019,11,vic,75056.0
2019,12,vic,63979.0
2020,1,vic,40363.0
2020,2,vic,51028.0
2020,3,vic,52394.0
2020,4,vic,76622.0
2020,5,vic,46945.0
2020,6,vic,80011.0
2020,7,vic,62685.0
2020,8,vic,31272.0
2020,9,vic,285343.0
2020,10,vic,51167.0
2020,11,vic,180402.0
2020,12,vic,265971.0
2021,1,vic,56222.0
2021,2,vic,164397.0
2021,3,vic,70921.0
2021,4,vic,55613.0
2021,5,vic,53555.0
2021,6,vic,59425.0
2021,7,vic,61849.0
2021,8,vic,61055.0
2021,9,vic,44180.0
2021,10,vic,56591.0
2021,11,vic,102633.0
2021,12,vic,64863.0
2022,1,vic,23522.0
2022,2,vic,37891.0
2022,3,vic,41248.0
2022,4,vic,29997.0
2022,5,vic,26838.0
2022,6,vic,9289.0
2007,1,wa,38.0
2007,2,wa,30.0
2007,3,wa,36.0
2007,4,wa,15.0
2007,5,wa,27.0
2007,6,wa,51.0
2007,7,wa,30.0
2007,8,wa,62.0
2007,9,wa,73.0
2007,10,wa,69.0
2007,11,wa,107.0
2007,12,wa,95.0
2008,1,wa,95.0
2008,2,wa,102.0
2008,3,wa,76.0
2008,4,wa,137.0
2008,5,wa,158.0
2008,6,wa,164.0
2008,7,wa,173.0
2008,8,wa,253.0
2008,9,wa,303.0
2008,10,wa,487.0
2008,11,wa,449.0
2008,12,wa,500.0
2009,1,wa,487.0
2009,2,wa,633.0
2009,3,wa,775.0
2009,4,wa,790.0
2009,5,wa,1099.0
2009,6,wa,1003.0
2009,7,wa,1123.0
2009,8,wa,1173.0
2009,9,wa,1157.0
2009,10,wa,1741.0
2009,11,wa,2224.0
2009,12,wa,2058.0
2010,1,wa,2029.0
2010,2,wa,2261.0
2010,3,wa,3023.0
2010,4,wa,2742.0
2010,5,wa,3715.0
2010,6,wa,3500.0
2010,7,wa,3798.0
2010,8,wa,4037.0
2010,9,wa,3976.0
2010,10,wa,4499.0
2010,11,wa,5087.0
2010,12,wa,4051.0
2011,1,wa,6758.0
2011,2,wa,7444.0
2011,3,wa,9524.0
2011,4,wa,9988.0
2011,5,wa,17526.0
2011,6,wa,25339.0
2011,7,wa,10129.0
2011,8,wa,12309.0
2011,9,wa,12365.0
2011,10,wa,4154.0
2011,11,wa,4048.0
2011,12,wa,4160.0
2012,1,wa,3902.0
2012,2,wa,6353.0
2012,3,wa,7449.0
2012,4,wa,8244.0
2012,5,wa,12990.0
2012,6,wa,17152.0
2012,7,wa,8362.0
2012,8,wa,17012.0
2012,9,wa,5735.0
2012,10,wa,6432.0
2012,11,wa,6758.0
2012,12,wa,9815.0
2013,1,wa,5917.0
2013,2,wa,6594.0
2013,3,wa,5851.0
2013,4,wa,6361.0
2013,5,wa,6660.0
2013,6,wa,6157.0
2013,7,wa,5864.0
2013,8,wa,4621.0
2013,9,wa,4554.0
2013,10,wa,6152.0
2013,11,wa,5709.0
2013,12,wa,5355.0
2014,1,wa,5611.0
2014,2,wa,6813.0
2014,3,wa,6908.0
2014,4,wa,6170.0
2014,5,wa,7605.0
2014,6,wa,7367.0
2014,7,wa,7651.0
2014,8,wa,8849.0
2014,9,wa,9666.0
2014,10,wa,10418.0
2014,11,wa,9099.0
2014,12,wa,9134.0
2015,1,wa,7596.0
2015,2,wa,7122.0
2015,3,wa,7021.0
2015,4,wa,6609.0
2015,5,wa,7828.0
2015,6,wa,8018.0
2015,7,wa,8811.0
2015,8,wa,8747.0
2015,9,wa,8183.0
2015,10,wa,9623.0
2015,11,wa,8968.0
2015,12,wa,9034.0
2016,1,wa,8022.0
2016,2,wa,9155.0
2016,3,wa,9463.0
2016,4,wa,20064.0
2016,5,wa,10338.0
2016,6,wa,9785.0
2016,7,wa,9747.0
2016,8,wa,12376.0
2016,9,wa,12262.0
2016,10,wa,11719.0
2016,11,wa,13170.0
2016,12,wa,15986.0
2017,1,wa,11911.0
2017,2,wa,13644.0
2017,3,wa,15635.0
2017,4,wa,13171.0
2017,5,wa,16270.0
2017,6,wa,17164.0
2017,7,wa,14780.0
2017,8,wa,16569.0
2017,9,wa,14764.0
2017,10,wa,16833.0
2017,11,wa,18499.0
2017,12,wa,21284.0
2018,1,wa,15819.0
2018,2,wa,16383.0
2018,3,wa,16627.0
2018,4,wa,15767.0
2018,5,wa,16452.0
2018,6,wa,15620.0
2018,7,wa,16537.0
2018,8,wa,17270.0
2018,9,wa,17519.0
2018,10,wa,21035.0
2018,11,wa,23679.0
2018,12,wa,23589.0
2019,1,wa,39152.0
2019,2,wa,30254.0
2019,3,wa,18331.0
2019,4,wa,16122.0
2019,5,wa,20415.0
2019,6,wa,18873.0
2019,7,wa,21050.0
2019,8,wa,27653.0
2019,9,wa,22434.0
2019,10,wa,25253.0
2019,11,wa,35964.0
2019,12,wa,30549.0
2020,1,wa,22953.0
2020,2,wa,25494.0
2020,3,wa,28427.0
2020,4,wa,23652.0
2020,5,wa,23681.0
2020,6,wa,158995.0
2020,7,wa,35142.0
2020,8,wa,28696.0
2020,9,wa,33781.0
2020,10,wa,35189.0
2020,11,wa,33194.0
2020,12,wa,37061.0
2021,1,wa,25001.0
2021,2,wa,32514.0
2021,3,wa,32792.0
2021,4,wa,28931.0
2021,5,wa,102416.0
2021,6,wa,29094.0
2021,7,wa,26348.0
2021,8,wa,34241.0
2021,9,wa,29380.0
2021,10,wa,27651.0
2021,11,wa,32683.0
2021,12,wa,32433.0
2022,1,wa,17806.0
2022,2,wa,23758.0
2022,3,wa,26210.0
2022,4,wa,33019.0
2022,5,wa,19324.0
2022,6,wa,13964.0
